mode,beta,alpha,seed,trace_sigma_T,trace_sigma_0,kl_T,gini_T,entropy_T,drop_pct
fresh_oracle,0.02,0.3,2,6.370468122880822,26.383863925116124,14.918803063315323,0.6815578947368431,4.86272659326384,75.85468094831836
fresh_oracle,0.02,0.7,0,4.5629691344214285,24.353881937312657,16.74500572486813,0.6406437125748516,4.941546234808399,81.26389400192299
fresh_oracle,0.02,0.7,1,2.5099594258577707,22.36029209273078,16.53963821679529,0.6205768500948781,4.9893993900104165,88.77492558930504
fresh_oracle,0.02,0.7,2,1.3781407275495967,23.265238142148377,17.69555833968868,0.6508140403286047,4.892785751179442,94.07639535374928
fresh_oracle,0.02,0.9,0,10.514302187934884,23.368062841812726,15.793898385259492,0.5772102564102577,5.092187605321227,55.005674800216944
fresh_oracle,0.02,0.9,1,8.750968045221802,20.44977452399803,15.87051575537667,0.5757018425460652,5.109387184403368,57.2075084008753
fresh_oracle,0.02,0.9,2,8.970524143935291,22.06861879421771,15.912999979028067,0.5969085606450517,5.057077259741617,59.351673851533945
fresh_oracle,0.05,0.0,0,4.825129434902726,27.008690913159285,9.368551493769811,0.8257377777777782,4.185445893207758,82.13490076058517
fresh_oracle,0.05,0.0,1,3.9426531670476734,30.3312162257417,11.513527904436549,0.8637355555555561,4.019851480335044,87.00133506779198
fresh_oracle,0.05,0.0,2,5.656067572088513,27.701458914214456,10.936744558168323,0.8427466666666672,4.152955011371287,79.58205887421252
fresh_oracle,0.05,0.3,0,15.820145781483173,22.892667890517536,10.604224456519857,0.6502705139765562,4.9455881322734445,30.894267731739124
fresh_oracle,0.05,0.3,1,12.863907877022926,21.466635788593365,10.29029891936634,0.6701832867350119,4.890117682068567,40.07487710832469
fresh_oracle,0.05,0.3,2,12.418282210764598,22.875962120505406,10.104178415069178,0.6726658322903635,4.8892996763247165,45.714710728458584
fresh_oracle,0.05,0.7,0,7.412125186850758,18.5988362066081,11.710224130321686,0.6245361080143703,4.981937382406732,60.147371026272836
fresh_oracle,0.05,0.7,1,5.136879595560195,14.67354070777688,11.199873995148963,0.6340409956076147,4.967536572307742,64.99222854346475
fresh_oracle,0.05,0.7,2,3.851741255865113,17.75970540969969,10.920708175961362,0.6415210355987069,4.920567130612122,78.31190795675342
fresh_oracle,0.05,0.9,0,18.84799109990446,16.694800898748007,10.895820863852853,0.5781568824218113,5.095689799155471,-12.897369751309373
fresh_oracle,0.05,0.9,1,16.99584217727313,12.40926337041184,10.754041580583849,0.5375691562932249,5.188477809098777,-36.96092725211513
fresh_oracle,0.05,0.9,2,16.27747939941718,16.073693570548,10.557646768780561,0.5688474166234677,5.120639365068895,-1.2678220346478586
